x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8
0.4055798451105754,0.13527454932530722,0.38333908716837567,0.20189609130223593,0.25795551141103107,0.15709338585535684,0.39887142181396484,0.30914175510406494,0.1718197464942932,0.23725668589274088,0.3954011599222819,0.3778693675994873,0.15174527963002524,0.30565186341603595,0.32209070523579914,0.39358242352803546,0.24078522125879923,0.38222765922546387
0.4055577516555786,0.1354388395945231,0.38271860281626385,0.20116400718688965,0.25779493649800617,0.1572898825009664,0.39691956837972003,0.3085517684618632,0.17129653692245483,0.23823924859364828,0.3886692523956299,0.3760682741800944,0.1514851450920105,0.30724682410558063,0.3218318223953247,0.39369261264801025,0.24098171790440878,0.3827945391337077
0.5385916233062744,0.17774482568105063,0.6313175757726034,0.2760456403096517,0.37598884105682373,0.26605065663655597,0.683844248453776,0.4258371591567993,0.30259501934051514,0.45317570368448895,0.7057880560557047,0.5402723948160807,0.34670360883076984,0.5923304955164591,0.573104461034139,0.5721823771794637,0.4026634693145752,0.5735105673472086
0.5348292191823324,0.17623023192087808,0.6309027671813965,0.2726544936498006,0.3741747538248698,0.2622292637825012,0.6846191088358561,0.4226800998051961,0.30010461807250977,0.4488701820373535,0.7060993512471517,0.5471876462300619,0.3418757915496826,0.5864067872365316,0.5781261523564657,0.5725211302439371,0.4084099531173706,0.574449896812439
0.5338934262593588,0.17518440882364908,0.6333612600962321,0.27235567569732666,0.3744341929753621,0.2641297181447347,0.683556318283081,0.42502633730570477,0.2996504108111064,0.45158926645914715,0.7053104241689047,0.5420752366383871,0.3400888840357463,0.5817716121673584,0.5822447935740153,0.5739303429921468,0.4099042018254598,0.5762210687001547
0.5356250603993734,0.1754756967226664,0.632612148920695,0.27121563752492267,0.37631797790527344,0.26228662331899005,0.685283899307251,0.4227893352508545,0.30523818731307983,0.45642252763112384,0.7096005280812582,0.5478129386901855,0.3511195182800293,0.5961563189824423,0.5795234044392904,0.5765750408172607,0.4091094732284546,0.5795598824818929
0.5356258551279703,0.1757809321085612,0.6317345301310221,0.27065813541412354,0.3796215057373047,0.25587878624598187,0.6864975293477377,0.4146385192871094,0.30494829018910724,0.4324185053507487,0.7082087198893229,0.5406318505605062,0.3468083143234253,0.5815128485361735,0.5822308858235677,0.5778224468231201,0.4127664963404338,0.5794329245885214
0.5354861418406168,0.175702432791392,0.6315346558888754,0.2706576983133952,0.37963271141052246,0.2557811339696248,0.686409076054891,0.4141989549001058,0.30485663811365765,0.4317038059234619,0.7081079483032227,0.5404512882232666,0.3460710843404134,0.5814380248387655,0.5816507736841837,0.5777459144592285,0.41234930356343585,0.5793182849884033
0.5337271690368652,0.17527290185292563,0.6357192198435465,0.2705832322438558,0.3804342746734619,0.2590819199879964,0.6865976651509603,0.4173655112584432,0.3076220353444417,0.4423972765604655,0.709367593129476,0.5381801128387451,0.35812318325042725,0.5894609689712524,0.5874075889587402,0.5792013804117838,0.41585059960683185,0.5801628430684408
0.5342612663904825,0.17592785755793253,0.6365989049275717,0.27218929926554364,0.379947026570638,0.2567387819290161,0.6916130383809408,0.4286108414332072,0.3080442746480306,0.4479192892710368,0.714983065923055,0.5487938324610392,0.3714742660522461,0.6009867588678995,0.5885626872380575,0.5854970614115397,0.41715224583943683,0.5869221687316895
