TrueLabels,PredProbs
0.0,0.05631274729967117
0.0,0.12416104227304459
1.0,0.4992631673812866
1.0,0.7263323068618774
0.0,0.056191254407167435
0.0,0.07720942795276642
1.0,0.6335593461990356
0.0,0.7289800643920898
1.0,0.9043221473693848
1.0,0.9024016857147217
0.0,0.09014791250228882
0.0,0.06767977029085159
1.0,0.9040402770042419
0.0,0.05784342437982559
1.0,0.7753262519836426
0.0,0.11684247106313705
0.0,0.07361987978219986
0.0,0.05479121208190918
1.0,0.729807436466217
0.0,0.8796402812004089
0.0,0.061479028314352036
1.0,0.8433359861373901
1.0,0.65981125831604
0.0,0.10403811186552048
1.0,0.8944103717803955
0.0,0.5495511293411255
0.0,0.06408625096082687
1.0,0.6665800213813782
1.0,0.9064239263534546
1.0,0.8984940052032471
1.0,0.8933242559432983
1.0,0.8988131880760193
0.0,0.16670538485050201
1.0,0.888099730014801
0.0,0.32017967104911804
0.0,0.550850510597229
1.0,0.726547360420227
1.0,0.9026942849159241
0.0,0.3386588394641876
0.0,0.0654999315738678
1.0,0.8568482995033264
1.0,0.9064764976501465
0.0,0.9063748717308044
1.0,0.9049170017242432
1.0,0.7039575576782227
1.0,0.3268301784992218
1.0,0.9016059041023254
1.0,0.9056239128112793
0.0,0.8361491560935974
0.0,0.9046050310134888
1.0,0.9065495729446411
0.0,0.08248773217201233
1.0,0.8979536294937134
0.0,0.896644115447998
1.0,0.8744221329689026
1.0,0.5659450888633728
1.0,0.9065985679626465
0.0,0.056964073330163956
1.0,0.907522976398468
1.0,0.7090712189674377
1.0,0.904680073261261
1.0,0.24353715777397156
0.0,0.37766969203948975
0.0,0.07025916874408722
1.0,0.9058011174201965
0.0,0.07908998429775238
1.0,0.9037150144577026
0.0,0.06636565923690796
1.0,0.9063258767127991
1.0,0.841861367225647
1.0,0.9046437740325928
0.0,0.13488894701004028
0.0,0.35687488317489624
1.0,0.9064053893089294
0.0,0.11839627474546432
1.0,0.7705354690551758
1.0,0.733859658241272
0.0,0.0976211428642273
1.0,0.6907507181167603
1.0,0.9041288495063782
1.0,0.9058560132980347
0.0,0.08047789335250854
0.0,0.07920687645673752
0.0,0.09499255567789078
0.0,0.8503131866455078
1.0,0.21159663796424866
1.0,0.7158128023147583
1.0,0.7110483050346375
1.0,0.8990872502326965
0.0,0.3790450096130371
0.0,0.06700734794139862
0.0,0.07473993301391602
1.0,0.8952993750572205
1.0,0.9042015671730042
1.0,0.9049808979034424
1.0,0.0695715993642807
1.0,0.904949426651001
1.0,0.9054479598999023
1.0,0.6816023588180542
0.0,0.7421835660934448
0.0,0.06046323850750923
1.0,0.9059487581253052
0.0,0.16409693658351898
0.0,0.14429686963558197
0.0,0.06359724700450897
1.0,0.9051750302314758
1.0,0.7768332958221436
1.0,0.6837155818939209
1.0,0.6819801926612854
0.0,0.08261637389659882
0.0,0.06488071382045746
1.0,0.9047627449035645
1.0,0.5551062226295471
1.0,0.8459909558296204
1.0,0.9059984683990479
0.0,0.15735162794589996
0.0,0.9050459861755371
0.0,0.07180709391832352
0.0,0.060952067375183105
1.0,0.8716931343078613
0.0,0.08240029960870743
0.0,0.07252603024244308
0.0,0.05654434487223625
1.0,0.9065029621124268
1.0,0.9039016962051392
0.0,0.6859893202781677
0.0,0.12444862723350525
1.0,0.6929075121879578
1.0,0.7177063822746277
1.0,0.8759256601333618
0.0,0.726392924785614
0.0,0.0632266104221344
0.0,0.08637117594480515
0.0,0.06605304032564163
0.0,0.6385331153869629
0.0,0.20913127064704895
1.0,0.847894012928009
1.0,0.724791407585144
0.0,0.3118496537208557
1.0,0.9066186547279358
0.0,0.13180211186408997
0.0,0.2399962693452835
0.0,0.06669004261493683
0.0,0.07409972697496414
0.0,0.8491030931472778
0.0,0.08075182139873505
1.0,0.09504757821559906
1.0,0.14196816086769104
1.0,0.7144783139228821
0.0,0.09465735405683517
1.0,0.06279312074184418
1.0,0.7331207394599915
1.0,0.7112013101577759
1.0,0.9078711867332458
1.0,0.9064448475837708
1.0,0.9067621231079102
0.0,0.07612447440624237
0.0,0.0648544505238533
0.0,0.05871591344475746
1.0,0.9049391150474548
1.0,0.7246114611625671
1.0,0.06131000816822052
0.0,0.7243397235870361
0.0,0.06965112686157227
1.0,0.9058408737182617
0.0,0.07381396740674973
1.0,0.9065138101577759
0.0,0.060640718787908554
0.0,0.0564848892390728
1.0,0.9046707153320312
1.0,0.7232029438018799
0.0,0.06213793158531189
0.0,0.26976072788238525
0.0,0.0757259726524353
1.0,0.9011501669883728
1.0,0.8779022693634033
0.0,0.056235142052173615
1.0,0.7225927114486694
1.0,0.9058997631072998
1.0,0.17359966039657593
0.0,0.0710371881723404
0.0,0.0677977055311203
1.0,0.9061360359191895
0.0,0.058524440973997116
1.0,0.9050318598747253
0.0,0.08736948668956757
0.0,0.06282053142786026
0.0,0.06740845739841461
0.0,0.09191646426916122
1.0,0.09381481260061264
1.0,0.9047978520393372
1.0,0.9029129147529602
0.0,0.0884709358215332
0.0,0.07279563695192337
0.0,0.10216844826936722
1.0,0.9057193994522095
0.0,0.07334516197443008
1.0,0.0901491567492485
1.0,0.8355882167816162
0.0,0.0688779354095459
1.0,0.08688803017139435
1.0,0.9064956307411194
1.0,0.8376331925392151
0.0,0.0746680274605751
0.0,0.26117220520973206
0.0,0.15581874549388885
0.0,0.0612054318189621
0.0,0.07110750675201416
1.0,0.7255381941795349
0.0,0.056663304567337036
0.0,0.07714270055294037
0.0,0.06279496103525162
0.0,0.10892940312623978
1.0,0.9042202830314636
0.0,0.07001934945583344
1.0,0.6878654956817627
0.0,0.0790281891822815
1.0,0.8924303650856018
1.0,0.9061340093612671
0.0,0.5377541184425354
0.0,0.10293459892272949
1.0,0.7071589231491089
1.0,0.7145066857337952
1.0,0.3018401563167572
0.0,0.7001433372497559
0.0,0.06567074358463287
1.0,0.9035557508468628
1.0,0.9021499752998352
1.0,0.40784475207328796
0.0,0.19698011875152588
1.0,0.9027689695358276
0.0,0.06640668958425522
1.0,0.9053400754928589
1.0,0.11668939143419266
1.0,0.7570390105247498
0.0,0.6437445282936096
