,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime
0,0.039276234805584,-0.4597765505313873,0.747418224811554,-0.0462008863687515,0.0291624926030635,-0.0249326229095459,120.55107
1,-0.0187595095485449,-0.4414434134960175,0.793476939201355,-0.0437574237585067,-0.0004644708242267,0.0040834750980138,120.750584
2,-0.0335696488618851,-0.4658071994781494,0.8297877311706543,-0.0364270508289337,0.0300787910819053,-0.002330610062927,120.948387
3,-0.0111076040193439,-0.4952367544174194,0.888518750667572,-0.0211554169654846,-0.0490282587707042,-0.0267652198672294,121.151317
4,0.0952812433242798,-0.4395135641098022,0.7432754039764404,-0.0468117594718933,-0.0044350950047373,-0.0197402685880661,121.348146
5,-0.0760253742337227,-0.5280434489250183,0.892417848110199,-0.0996516048908233,-0.0930105522274971,-0.0511998273432254,121.551546
6,0.0768553614616394,-0.5526485443115234,1.2275010347366333,0.0093878507614135,0.0612329207360744,-0.0618899688124656,121.75074
7,0.0215776860713959,-0.5157409906387329,1.093955159187317,0.0041954964399337,-0.0468902289867401,-0.0548650212585926,121.948822
8,0.0518834292888641,-0.512363851070404,0.7910399436950684,0.0509266853332519,0.0493210479617118,-0.0466183386743068,122.151664
9,0.0181834455579519,-0.4831754565238953,0.7920147776603699,0.0069443881511688,0.0520699396729469,-0.0279869511723518,122.347908
10,0.1520135998725891,-0.5080217123031616,0.7842164635658264,-0.0318455547094345,0.0911653190851211,-0.0182131081819534,122.551807
11,-0.0362848415970802,-0.4421670734882355,0.8266196846961975,-0.0342890173196792,0.0664252787828445,-0.0289032496511936,122.750461
12,0.0717639923095703,-0.5022323131561279,0.9401824474334716,-0.0892668962478637,0.0010626923758536,-0.0557813197374343,122.947325
13,0.120495617389679,-0.4957191944122314,1.0861568450927734,0.0258812010288238,0.1082695499062538,-0.0505889654159545,123.15162
14,0.0130920791998506,-0.4503687620162964,0.9323841333389282,-0.0300129652023315,0.0688687413930893,-0.0851028487086296,123.347517
15,0.0096978368237615,-0.4699080586433411,0.8641490340232849,-0.0880451500415802,0.0984956994652748,-0.1629881709814071,123.555136
16,0.0560050085186958,-0.4706317484378815,1.057644248008728,0.0826916769146919,-0.0288697052747011,-0.2992111146450043,123.754325
17,-0.1769811511039734,-0.3763124048709869,0.8799893260002136,-0.0840745270252227,0.0316059552133083,-0.3132610321044922,123.947812
18,0.1115251258015633,-0.5401047468185425,0.7530232667922974,0.0539810061454772,0.0496264807879924,-0.1907825320959091,124.15194
19,-0.0409747213125229,-0.4175620377063751,0.6643176078796387,-0.1689848005771637,-0.0398652777075767,-0.2039161473512649,124.348291
20,0.1306783407926559,-0.4667721092700958,1.0325435400009155,0.0726123973727226,0.2698433995246887,-0.1446622163057327,124.556341
21,0.0577021315693855,-0.4592941105365753,0.9067959785461426,-0.0797984898090362,0.0679524391889572,-0.0768561661243438,124.751575
22,0.0671575218439102,-0.3951280415058136,0.6838133931159973,-0.0013023018836975,0.1785190552473068,-0.0362336300313472,124.9488
23,-0.0787405744194984,-0.39729905128479,0.8760901689529419,0.0646711513400077,-0.0148198045790195,-0.1455785036087036,125.152762
24,0.0499438606202602,-0.3799307942390442,0.925804316997528,-0.0648322850465774,0.0138908624649047,-0.1003744825720787,125.350012
25,0.2693574130535126,-0.493065744638443,0.9050900936126708,-0.0327618569135665,0.0807806104421615,-0.0597519427537918,125.553547
26,-0.0034556991886348,-0.4590528905391693,0.6465277671813965,-0.0776604413986206,-0.0517771504819393,-0.0362336300313472,125.752804
27,-0.0103670973330736,-0.4877587854862213,0.8570818305015564,0.0426799952983856,-0.0148198045790195,-0.0325684398412704,125.950469
28,0.1212229579687119,-0.4149085581302643,1.0242578983306885,-0.0171847939491271,0.1256792098283767,-0.0408151187002658,126.154665
29,-0.2228925973176956,-0.3111814260482788,0.7327964305877686,-0.1314165890216827,0.0554297007620334,-0.1196167394518852,126.362073
30,-0.0676329657435417,-0.3888561427593231,0.9955016374588012,-0.0422302633523941,0.100022867321968,-0.1868119090795517,126.554855
31,0.0688546448945999,-0.4853464961051941,1.1314845085144043,0.082386240363121,0.0868892595171928,-0.188033640384674,126.75027
