TrueLabels,PredProbs
0.0,0.2689322829246521
0.0,0.24679812788963318
1.0,0.27297303080558777
1.0,0.8428752422332764
0.0,0.2692541182041168
0.0,0.2637734115123749
1.0,0.8362210392951965
0.0,0.2596515715122223
1.0,0.8459433913230896
1.0,0.8288399577140808
0.0,0.3462773561477661
0.0,0.2776278853416443
1.0,0.8271659016609192
0.0,0.26432865858078003
1.0,0.27326640486717224
0.0,0.24688950181007385
0.0,0.8465317487716675
0.0,0.2532130181789398
1.0,0.32127633690834045
0.0,0.2658030688762665
0.0,0.8312510848045349
1.0,0.8314977884292603
1.0,0.844533383846283
0.0,0.24089157581329346
1.0,0.8411560654640198
0.0,0.5066766142845154
0.0,0.8365162014961243
1.0,0.2574058771133423
1.0,0.8372856974601746
1.0,0.8134511113166809
1.0,0.28409019112586975
1.0,0.8267788290977478
0.0,0.2835693061351776
1.0,0.2952951490879059
0.0,0.2904202342033386
0.0,0.2784005403518677
1.0,0.8381558060646057
1.0,0.8400763869285583
0.0,0.2835612893104553
0.0,0.2817319333553314
1.0,0.25281962752342224
1.0,0.8414519429206848
0.0,0.841616690158844
1.0,0.8457672595977783
1.0,0.292582243680954
1.0,0.2673434019088745
1.0,0.823857307434082
1.0,0.8460307121276855
0.0,0.27291232347488403
0.0,0.8403491973876953
1.0,0.8402559757232666
0.0,0.2929808497428894
1.0,0.8167319893836975
0.0,0.27394863963127136
1.0,0.3092283308506012
1.0,0.2646391987800598
1.0,0.8384804725646973
0.0,0.27168184518814087
1.0,0.8368474245071411
1.0,0.2646241784095764
1.0,0.8411632180213928
1.0,0.8376272320747375
0.0,0.28957971930503845
0.0,0.3316958546638489
1.0,0.8457037210464478
0.0,0.33178043365478516
1.0,0.8379037380218506
0.0,0.26766958832740784
1.0,0.8446870446205139
1.0,0.2860388159751892
1.0,0.8486632108688354
0.0,0.2838619351387024
0.0,0.29110458493232727
1.0,0.8392259478569031
0.0,0.32657837867736816
1.0,0.2703850269317627
1.0,0.3258395791053772
0.0,0.2988555431365967
1.0,0.29471060633659363
1.0,0.8313171863555908
1.0,0.8472504615783691
0.0,0.3003024160861969
0.0,0.28258267045021057
0.0,0.2495405226945877
0.0,0.2526756227016449
1.0,0.8387928605079651
1.0,0.2781450152397156
1.0,0.24691328406333923
1.0,0.8442938327789307
0.0,0.2641051709651947
0.0,0.29671111702919006
0.0,0.29289764165878296
1.0,0.8348054885864258
1.0,0.8501242399215698
1.0,0.8439282774925232
1.0,0.8352954983711243
1.0,0.8482604026794434
1.0,0.8475127220153809
1.0,0.22972342371940613
0.0,0.2607874870300293
0.0,0.3034343719482422
1.0,0.8494391441345215
0.0,0.2606721520423889
0.0,0.28017887473106384
0.0,0.2560155689716339
1.0,0.8459018468856812
1.0,0.8427121639251709
1.0,0.33572569489479065
1.0,0.8356677293777466
0.0,0.280415803194046
0.0,0.2812916934490204
1.0,0.843601644039154
1.0,0.24312914907932281
1.0,0.2937347888946533
1.0,0.8380659818649292
0.0,0.27446994185447693
0.0,0.8369238376617432
0.0,0.263384610414505
0.0,0.26894453167915344
1.0,0.2398439645767212
0.0,0.2637600302696228
0.0,0.2560577392578125
0.0,0.2769853472709656
1.0,0.2900710701942444
1.0,0.8309788703918457
0.0,0.2646239995956421
0.0,0.2756079435348511
1.0,0.8424509167671204
1.0,0.23195646703243256
1.0,0.8391823172569275
0.0,0.25998634099960327
0.0,0.28083786368370056
0.0,0.26412177085876465
0.0,0.2748177945613861
0.0,0.2915448248386383
0.0,0.263711541891098
1.0,0.2684778571128845
1.0,0.2653137445449829
0.0,0.26877227425575256
1.0,0.8401583433151245
0.0,0.2627255618572235
0.0,0.26437807083129883
0.0,0.3807028532028198
0.0,0.828483521938324
0.0,0.27773532271385193
0.0,0.2757224142551422
1.0,0.8381182551383972
1.0,0.4628738462924957
1.0,0.2899869382381439
0.0,0.2622308135032654
1.0,0.8380751609802246
1.0,0.8246273994445801
1.0,0.23523247241973877
1.0,0.8371438980102539
1.0,0.8465822339057922
1.0,0.8444584012031555
0.0,0.28117215633392334
0.0,0.29357120394706726
0.0,0.24352481961250305
1.0,0.8423663973808289
1.0,0.2408553659915924
1.0,0.3344978094100952
0.0,0.8205012083053589
0.0,0.27112439274787903
1.0,0.8387591242790222
0.0,0.276576966047287
