TrueLabels,PredProbs
0.0,0.20485101640224457
0.0,0.21907134354114532
1.0,0.9092127680778503
1.0,0.8918997645378113
0.0,0.27131372690200806
0.0,0.19932030141353607
1.0,0.6314408183097839
0.0,0.8255805373191833
1.0,0.917059063911438
1.0,0.9018060564994812
0.0,0.2095291018486023
0.0,0.17831462621688843
1.0,0.8801225423812866
0.0,0.20139279961585999
1.0,0.888139009475708
0.0,0.3481842875480652
0.0,0.19956105947494507
0.0,0.16580802202224731
1.0,0.7811952829360962
0.0,0.21811774373054504
0.0,0.17658638954162598
1.0,0.8932042121887207
1.0,0.89594966173172
0.0,0.24497570097446442
1.0,0.9126383066177368
0.0,0.22403736412525177
0.0,0.17976497113704681
1.0,0.9141900539398193
1.0,0.28772422671318054
1.0,0.9089465737342834
1.0,0.20087271928787231
1.0,0.39749863743782043
0.0,0.26454952359199524
1.0,0.23201411962509155
0.0,0.19621619582176208
0.0,0.21277382969856262
1.0,0.8395534157752991
1.0,0.8749761581420898
0.0,0.18816368281841278
0.0,0.21019458770751953
1.0,0.4203353822231293
1.0,0.8560391068458557
0.0,0.2272084802389145
1.0,0.22671197354793549
1.0,0.8954750895500183
1.0,0.9026501774787903
1.0,0.8992614150047302
1.0,0.25494810938835144
0.0,0.24504849314689636
0.0,0.2328837364912033
1.0,0.9134933948516846
0.0,0.2585447430610657
1.0,0.7791250348091125
0.0,0.9155927896499634
1.0,0.22502794861793518
1.0,0.3435623049736023
1.0,0.9127478003501892
0.0,0.18676945567131042
1.0,0.9144853353500366
1.0,0.7900691032409668
1.0,0.9024813175201416
1.0,0.8939209580421448
0.0,0.6713406443595886
0.0,0.18455561995506287
1.0,0.9039912223815918
0.0,0.21055738627910614
1.0,0.8981942534446716
0.0,0.2092166393995285
1.0,0.25455746054649353
1.0,0.8951979279518127
1.0,0.1959111988544464
0.0,0.20585407316684723
0.0,0.48790451884269714
1.0,0.2852233350276947
0.0,0.18333928287029266
1.0,0.19346699118614197
1.0,0.9035900235176086
0.0,0.21908210217952728
1.0,0.9103761315345764
1.0,0.2868015170097351
1.0,0.3217945992946625
0.0,0.2205997258424759
0.0,0.20293466746807098
0.0,0.23670829832553864
0.0,0.22172516584396362
1.0,0.7134330868721008
1.0,0.898871898651123
1.0,0.8913571238517761
1.0,0.9008582234382629
0.0,0.18460842967033386
0.0,0.22295460104942322
0.0,0.19376738369464874
1.0,0.906408429145813
1.0,0.34241625666618347
1.0,0.33820801973342896
1.0,0.900023877620697
1.0,0.32634952664375305
1.0,0.276162713766098
1.0,0.8973219394683838
0.0,0.3977113962173462
0.0,0.22551968693733215
1.0,0.25727224349975586
0.0,0.2129516750574112
0.0,0.897089421749115
0.0,0.1546761840581894
1.0,0.24466414749622345
1.0,0.8971654176712036
1.0,0.9143591523170471
1.0,0.8952885866165161
0.0,0.17887847125530243
0.0,0.23653297126293182
1.0,0.3335942029953003
1.0,0.914546549320221
1.0,0.8954117894172668
1.0,0.24370639026165009
0.0,0.18991407752037048
0.0,0.2977433204650879
0.0,0.33088451623916626
0.0,0.20343460142612457
1.0,0.20084522664546967
0.0,0.19560138881206512
0.0,0.3023766279220581
0.0,0.34152036905288696
1.0,0.8914862275123596
1.0,0.18189185857772827
0.0,0.3024154305458069
0.0,0.3129843771457672
1.0,0.898975670337677
1.0,0.8973857760429382
1.0,0.9135816097259521
0.0,0.20142322778701782
0.0,0.1566888391971588
0.0,0.2507156431674957
0.0,0.41439393162727356
0.0,0.2842029333114624
0.0,0.2630837559700012
1.0,0.19618557393550873
1.0,0.904980480670929
0.0,0.21934247016906738
1.0,0.9059051275253296
0.0,0.18378648161888123
0.0,0.29287150502204895
0.0,0.17326584458351135
0.0,0.22994431853294373
0.0,0.3067077398300171
0.0,0.22213983535766602
1.0,0.8939387798309326
1.0,0.9156157970428467
1.0,0.898734986782074
0.0,0.9049965143203735
1.0,0.8990471363067627
1.0,0.8939929604530334
1.0,0.8846416473388672
1.0,0.25753411650657654
1.0,0.29749009013175964
1.0,0.37475040555000305
0.0,0.19349268078804016
0.0,0.20825597643852234
0.0,0.2433573603630066
1.0,0.91631680727005
1.0,0.9048682451248169
1.0,0.8726653456687927
0.0,0.31876540184020996
0.0,0.1768895387649536
1.0,0.9144944548606873
0.0,0.24038225412368774
1.0,0.2711030840873718
0.0,0.19956479966640472
0.0,0.19641518592834473
1.0,0.8880178332328796
