acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime
-0.0340633168816566,-0.4662896692752838,0.8480650186538696,0.0046826153993606,-0.0124078383669257,-0.0057437615469098,123.124122
-0.0377658531069756,-0.4537459015846252,0.8595187664031982,0.0010171383619308,0.0022523435764014,0.0025023445487022,123.32016
-0.0345569923520088,-0.4472328126430511,0.8648801445960999,-0.0047859102487564,0.002863086760044,-0.0051326854154467,123.520792
-0.0113544398918748,-0.426246166229248,0.8497709035873413,0.0098728537559509,0.0010305233299732,-0.0078803310170769,123.724347
-0.0320886336266994,-0.4320355951786041,0.8834010362625122,0.0129243582487106,0.0150779150426387,-0.0139865558594465,123.92075
-0.0449240915477276,-0.4354127645492554,0.8602498769760132,0.0004024654626846,0.0181287582963705,-0.0472710989415645,124.123342
0.0596416965126991,-0.4503687620162964,0.8297877311706543,0.0031513571739196,-0.0148579645901918,0.0012926876079291,124.3226
-0.0249303989112377,-0.4383074641227722,0.7839727401733398,0.0196430683135986,-0.0200486350804567,0.0309170540422201,124.519678
-0.0153038101270795,-0.47883340716362,0.8078550696372986,-0.0026535242795944,-0.0176051743328571,0.0284735932946205,124.722808
-0.0459114275872707,-0.4535046815872192,0.8219894766807556,0.026971012353897,-0.017602676525712,0.0125893903896212,124.919395
-0.0093797547742724,-0.4629124999046326,0.8531826734542847,0.0003976225852966,-0.0200433079153299,-0.0023766392841935,125.118677
-0.0362848415970802,-0.4812456667423248,0.8414852023124695,0.0010080784559249,0.0053066811524331,-0.0042087845504283,125.324124
0.0480042919516563,-0.4231102168560028,0.8502582907676697,0.0025352388620376,0.013553362339735,-0.0072631104849278,125.518708
-0.0157974809408188,-0.4539871215820312,0.8473339080810547,-0.0035724937915802,0.0156886000186204,-0.0255846139043569,125.723755
-0.0148101393133402,-0.4457854628562927,0.8470902442932129,0.0022305995225906,0.0202667582780122,-0.0536753162741661,125.919011
-0.0190063435584307,-0.4742501080036163,0.8631742596626282,0.0034520477056503,0.0495841205120086,-0.0680249333381652,126.11792
0.0247294828295708,-0.4535046815872192,0.8149222731590271,0.0092552751302719,0.0269821099936962,-0.0429794564843177,126.321388
0.0421855896711349,-0.4694255888462067,0.9292160868644714,-0.0096815526485443,-0.0243305712938308,0.0944652259349823,126.518984
-0.0565253607928753,-0.4409609436988831,0.8475776314735413,0.0022303164005279,-0.0799193084239959,0.1066825315356254,126.725086
0.0230323635041714,-0.4366188645362854,0.8297877311706543,-0.0136521756649017,-0.0851116627454757,0.1353932023048401,126.92117
-0.2019115537405014,-0.4571230709552765,0.907283365726471,-0.0002131462097167,-0.0545684024691581,0.1353932023048401,127.118405
-0.0429494045674801,-0.4339653849601746,0.920686662197113,-0.0234260261058807,-0.1104625687003135,0.1607441008090973,127.321708
-0.0244367308914661,-0.4568818509578705,0.8938800692558289,0.020250841975212,-0.1064919456839561,0.2273284196853637,127.518332
-0.0387531965970993,-0.4896885752677917,0.6896620988845825,-0.0310618430376052,-0.1162657886743545,0.2508467137813568,127.717545
-0.2278293073177338,-0.4573642909526825,0.9686949253082277,-0.0365596264600753,-0.1617752462625503,0.2459598034620285,127.920822
-0.1091013550758362,-0.3956104516983032,0.9545605182647704,0.0144476294517517,-0.1434492915868759,0.2642857730388641,128.117752
0.0945539101958275,-0.3625625371932983,0.9435941576957704,-0.0115141570568084,-0.1413112580776214,0.2942181527614593,128.323727
0.1413459628820419,-0.4781097173690796,1.0864005088806152,-0.0347270369529724,-0.0906094536185264,0.338811308145523,128.519758
-0.2103039622306824,-0.4559169709682465,0.9345774054527284,-0.0075435191392898,-0.1385623663663864,0.3675220012664795,128.716532
-0.1189747825264931,-0.5302144885063171,0.984535276889801,-0.0420574098825454,-0.1801012009382248,0.3458362817764282,128.921717
-0.1145317405462265,-0.4894473552703857,0.740594744682312,-0.0182336717844009,-0.1529176980257034,0.2853606045246124,129.116741
-0.1493355631828308,-0.5116401314735413,0.9991570711135864,-0.0771821588277816,-0.1110734343528747,0.3452253937721252,129.320666
-0.2712723612785339,-0.4281759560108185,0.895342230796814,-0.0277020782232284,-0.1959836930036544,0.3195690810680389,129.520122
-0.1372406184673309,-0.4235926866531372,1.015241026878357,-0.0426682829856872,-0.2549322247505188,0.3519449234008789,129.716672
-0.2056141048669815,-0.4771448075771332,0.9279976487159728,-0.0328944325447082,-0.1452818810939788,0.2755867838859558,129.921181
-0.0473924428224564,-0.4407197237014771,0.5924270153045654,-0.0112087130546569,-0.2363008111715316,0.2612314224243164,130.116443
-0.0496139638125896,-0.420215517282486,0.8200399279594421,-0.0289238095283508,-0.1816283613443374,0.3238451182842254,130.320553
-0.1471140384674072,-0.576529860496521,0.7981072068214417,-0.0112087130546569,-0.1593317836523056,0.2850551903247833,130.517802
0.0964934751391411,-0.5697755813598633,0.7949391603469849,-0.0686300545930862,-0.1324537098407745,0.3617187738418579,130.717699
0.0021820133551955,-0.3934394419193268,0.6862503290176392,0.0141421854496002,-0.1923185139894485,0.3516394793987274,130.920969
-0.0587468855082989,-0.4288996458053589,0.7569224238395691,0.00314661860466,-0.1358134746551513,0.2468761056661605,131.116438
-0.0839241147041321,-0.4026060104370117,0.8522078394889832,0.0120041668415069,-0.1336754411458969,0.2090024650096893,131.323707
-0.058253213763237,-0.5140523910522461,0.7571660876274109,-0.0267857760190963,-0.0756432563066482,0.0972141176462173,131.518148
-0.0572658702731133,-0.5265961289405823,0.8020063042640686,-0.003877967596054,-0.0234106965363025,0.060246642678976,131.717193
-0.0755317062139511,-0.4986139237880707,0.8563507199287415,0.0098680704832077,-0.0148575138300657,0.0092382850125432,131.925799
-0.064424104988575,-0.4412021636962891,0.8509894013404846,0.0083402097225189,0.0010248958133161,0.0058780321851372,132.126614
-0.0506013073027134,-0.4826930165290833,0.8375861048698425,0.0025373101234436,0.0724903419613838,-0.0042003844864666,132.316537
