,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime
0,-0.0148101393133402,-0.5497538447380066,0.8431911468505859,-0.0140870362520217,-0.0099211260676383,-0.0016609726008027,5.552214
1,-0.0091329189017415,-0.4896885752677917,0.8502582907676697,-0.0247771739959716,-0.002590742893517,0.0020042189862579,5.749736
2,-0.0014810138382018,-0.4602590203285217,0.8290566802024841,-0.0060168355703353,-0.0009841043502092,0.0116417119279503,5.953382
3,-0.0370253473520279,-0.4834167063236237,0.8219894766807556,0.002492681145668,-0.0201867204159498,0.0075421622022986,6.148884
4,0.0004848918470088,-0.5181532502174377,0.8738968968391418,0.0162371397018432,-0.001555330120027,0.0145671125501394,6.352733
5,0.0225474685430527,-0.4865526258945465,0.8439221382141113,0.0229566693305969,-0.0125509044155478,-0.0019262492423877,6.550156
6,-0.0780000686645508,-0.4440968930721283,0.8146786093711853,0.0058524310588836,-0.0036933582741767,0.0139562468975782,6.757675
7,0.0278812814503908,-0.4983727335929871,0.6743091940879822,-0.0882208198308944,0.0082185138016939,0.0273952819406986,6.954318
8,0.0206079017370939,-0.4925832748413086,0.875359058380127,-0.0824175924062728,-0.0400398410856723,0.0475538372993469,7.15133
9,-0.0757785439491272,-0.4609826803207397,0.8702414631843567,-0.0198038965463638,-0.0320985913276672,0.0325876362621784,7.354666
10,-0.0170316584408283,-0.4566406011581421,0.908745527267456,-0.0143061131238937,0.0063859177753329,0.0390017218887805,7.552684
11,-0.0404810458421707,-0.5056095123291016,0.854401171207428,-0.1196803599596023,0.0219629816710948,0.0444995090365409,7.756089
12,0.099645271897316,-0.4334829151630402,0.819552481174469,0.0034089833498001,-0.1316696405410766,0.0215920619666576,7.952319
13,0.028123727068305,-0.4448205530643463,0.9382328391075134,-0.0069757401943206,-0.0543951727449893,0.015177977271378,8.152769
14,-0.003702534828335,-0.4776272773742676,0.8061491847038269,-0.1163206249475479,0.0155488960444927,0.0725993141531944,8.355931
15,0.102554626762867,-0.4744913280010223,0.875359058380127,0.0507510304450988,0.042732398957014,0.108945794403553,8.553705
16,-0.0787405744194984,-0.4390311241149902,0.9145942330360411,0.0562488138675689,-0.0791352167725563,0.0518298931419849,8.757316
17,0.0150316469371319,-0.4192506074905396,0.7069645524024963,-0.0983000844717025,-0.0317931622266769,0.0426669120788574,8.95401
18,-0.0789874047040939,-0.4387899339199066,1.1246609687805176,-0.0185821801424026,-0.0718048363924026,0.0292278788983821,9.158024
19,0.0121222957968712,-0.4414434134960175,0.7566787004470825,0.0217349380254745,-0.0534788742661476,0.0298387426882982,9.354976
20,0.1403761953115463,-0.4247987866401672,0.904358983039856,0.0574705526232719,0.0271553359925746,0.0750427767634391,9.5602
21,-0.0261645782738924,-0.478350967168808,0.7003847360610962,-0.1209021061658859,-0.0324040241539478,0.0105964886024594,9.756104
22,-0.0009873425588012,-0.463636189699173,0.8363676071166992,-0.0543177872896194,-0.001555330120027,-0.0010099513456225,9.963983
23,-0.042702566832304,-0.4901710450649261,0.8941237330436707,-0.0081974565982818,-0.0629472881555557,0.0066258641891181,10.159516
24,0.0458222776651382,-0.5024735331535339,0.8721910119056702,0.0940420776605606,-0.0249525345861911,-0.0226145274937152,10.357058
25,0.0707942023873329,-0.5029560327529907,0.7842164635658264,0.0292903631925582,0.0526273511350154,-0.0769815370440483,10.560599
26,-0.0207341946661472,-0.5526485443115234,0.9204429984092712,0.1166440919041633,-0.0182330179959535,-0.0195602010935544,10.757752
