,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed
0,0.0632783845067024,-0.6976253390312195,0.645552933216095,0.0069343447685241,0.0043925759382545,-0.0077793127857148,2023-04-04 11:34:20.893402,41.1
1,0.0897049903869629,-0.721989095211029,0.6423848867416382,-0.0053173601627349,0.0218798443675041,-0.0074047348462045,2023-04-04 11:34:21.488500,41.7
2,0.0361244417726994,-0.6956955194473267,0.6409227252006531,-0.0028790384531021,-0.0116905681788921,0.0150717906653881,2023-04-04 11:34:22.088216,42.3
3,0.1173438206315041,-0.7200592756271362,0.6640739440917969,0.0067789107561111,0.0110283605754375,-0.0007970803417265,2023-04-04 11:34:22.684522,42.9
4,0.0778251364827156,-0.7029322981834412,0.6253260970115662,-0.0136850774288177,0.0269108563661575,0.0007300828583538,2023-04-04 11:34:23.284826,43.5
5,0.0518834292888641,-0.7034147381782532,0.7369392514228821,0.0153310298919677,0.0773072391748428,-0.0762389376759529,2023-04-04 11:34:23.885372,44.1
6,0.0487316288053989,-0.6749500036239624,0.6662671566009521,0.0309080928564071,0.0024762470275163,-0.0511934645473957,2023-04-04 11:34:24.482234,44.7
7,0.0649755075573921,-0.7709579467773438,0.6319059133529663,-0.0478935241699218,0.1054070368409156,0.0318842120468616,2023-04-04 11:34:25.079416,45.3
8,0.0244870372116566,-0.6662659049034119,0.6399478912353516,-0.0164339691400527,0.0238565318286418,-0.0014079455286264,2023-04-04 11:34:25.680947,45.9
9,0.0169712137430906,-0.6529985070228577,0.7159813046455383,-0.0063546895980834,0.0168315805494785,-0.0011025127023458,2023-04-04 11:34:26.278387,46.5
10,0.0247294828295708,-0.6312882304191589,0.6828385591506958,0.0054637789726257,0.0066388198174536,-0.0311139114201068,2023-04-04 11:34:26.875722,47.1
11,0.0264266040176153,-0.6882175207138062,0.7452249526977539,-0.0033937692642211,-0.0046621873043477,-0.0127879548817873,2023-04-04 11:34:27.476516,47.7
12,0.1251020878553391,-0.6144023537635803,0.7664266228675842,0.0164593607187271,0.0277136694639921,-0.0121770892292261,2023-04-04 11:34:28.074041,48.3
13,0.086068294942379,-0.6469678282737732,0.7147628664970398,-0.0027002245187759,-8.305534720420837e-05,-0.0016973097808659,2023-04-04 11:34:28.672321,48.9
14,0.078310027718544,-0.6722965240478516,0.6241076588630676,-0.0020893663167953,-0.0025265160948038,0.0007461509667336,2023-04-04 11:34:29.264863,49.5
15,0.0802495926618576,-0.6824280619621277,0.6801578998565674,0.000348150730133,-0.0012828563340008,0.0013342089951038,2023-04-04 11:34:29.862186,50.1
16,0.0804920494556427,-0.6838753819465637,0.6799141764640808,-0.0002287179231643,-3.890041261911392e-05,0.0009944858029484,2023-04-04 11:34:30.451140,50.7
17,0.0809769406914711,-0.6836342215538025,0.6794267892837524,-0.0014374256134033,0.0002778368070721,-0.001736307516694,2023-04-04 11:34:31.023410,51.3
18,0.078794926404953,-0.6858052015304565,0.6777209639549255,-0.0002438277006149,-0.0024038348346948,0.000668441876769,2023-04-04 11:34:31.620047,51.9
19,0.0778251364827156,-0.6855640411376953,0.676746129989624,0.0024619549512863,-0.0008424040861427,0.0018423120491206,2023-04-04 11:34:32.211114,52.4
20,0.0807344913482666,-0.6843578219413757,0.6755276918411255,0.0017843395471572,-0.0011297664605081,0.0026918980292975,2023-04-04 11:34:32.796207,53.0
21,0.0807344913482666,-0.6850815415382385,0.6784520745277405,0.0008189380168914,-0.0025936064776033,0.0017466996796429,2023-04-04 11:34:33.393513,53.6
22,0.0797647088766098,-0.6836342215538025,0.6779646277427673,0.0017228126525878,-0.001071274280548,0.0001920312643051,2023-04-04 11:34:33.967773,54.2
